"","col1","col2","col3","col4","col5","col6","col7","col8","col9","col10","col11","col12","col13"
"2075","10","-0.8","1.9","5.3","2.2","7.3","19.8","22.7","16.0","13.7","9.5","6.6","2.0"
"2076","11","-5.4","0.8","3.5","6.0","7.6","19.4","22.0","13.9","12.7","8.5","5.3","1.0"
"2077","12","-11.1","0.7","4.6","3.5","7.7","16.3","20.4","12.8","13.4","7.7","3.9","0.1"
"2078","13","-13.9","0.4","4.2","6.4","9.1","13.9","18.3","13.0","12.5","2.5","4.1","-2.5"
"2079","14","-8.2","1.2","3.1","5.6","7.3","14.7","18.5","13.1","12.1","5.1","4.2","-0.5"
"2080","15","-7.3","1.2","3.8","4.8","8.2","17.3","16.7","14.9","12.0","5.0","4.3","1.7"
"2081","16","-6.4","2.1","1.0","4.6","14.1","14.0","18.9","13.2","11.7","0.7","3.4","-1.5"
"2082","17","-7.4","0.9","3.1","4.9","13.9","14.3","16.0","12.8","12.2","2.3","2.4","-6.9"
"2083","18","-7.5","-4.2","1.4","6.2","15.0","18.6","16.7","11.8","9.3","5.9","x","-3.3"
"2084","19","-6.4","-4.4","-2.0","7.2","15.5","14.4","19.6","12.5","9.8","11.7","x","-2.8"
"2085","20","-6.3","-4.1","2.3","8.8","14.1","11.3","20.3","13.0","9.9","10.0","0.6","-5.3"
"2086","21","-7.4","-0.4","5.6","10.9","14.8","10.9","22.2","12.8","10.2","6.9","0.7","-4.6"
"2087","22","-9.6","1.7","2.9","12.0","18.9","12.8","23.4","11.8","8.0","4.1","0.3","-3.6"
"2088","23","-9.6","3.0","2.6","9.5","18.0","12.9","24.5","11.3","4.9","4.8","2.9","-2.5"
"2089","24","-8.7","4.2","2.5","5.9","18.3","14.3","22.3","10.8","6.6","10.8","4.4","-7.1"
"2090","25","-7.0","3.1","2.5","8.1","14.4","15.1","23.7","12.0","9.3","9.8","0.5","-13.9"
"2091","26","-7.6","0.8","2.7","10.5","15.1","11.6","23.2","13.2","10.6","10.7","-1.2","-17.5"
"2092","27","-4.7","2.3","4.0","12.4","11.3","10.1","18.5","13.8","12.8","12.4","-2.5","-11.6"
"2093","28","-2.8","1.1","6.8","13.0","11.7","9.5","19.6","13.8","12.6","13.1","-1.0","-13.0"
"2094","29","-4.9","-","6.3","6.3","14.6","11.1","20.7","13.5","10.8","7.0","x","-9.9"
"2095","30","-6.7","-","6.3","3.8","17.2","12.8","19.2","12.6","6.1","2.1","-1.2","-7.8"
"2096","31","-5.6","-","4.6","-","15.1","-","18.1","12.6","-","0.4","-","-1.4"
"2097","Number of","31","28","31","30","31","30","31","31","30","31","x","x"
"2098","Minimum","-13.9","-5.3","-2.0","0.6","2.0","9.5","13.1","10.8","4.9","0.4","x","x"
"2099","Date","13","1","19","5","7","28","1","24","23","31","x","x"
"2100","Maximum","4.8","4.2","6.8","13.0","18.9","19.8","24.5","18.7","15.9","13.1","x","x"
"2101","Date","7","24","28","28","22","10","23","4","4","28","x","x"
"2102","Total","-","-","-","-","-","-","-","-","-","-","-","-"
"2103","Mean","-4.3","0.3","3.2","6.1","10.6","14.6","19.6","14.3","11.6","7.6","x","x"
"2104","Normal","-7.2","-7.1","-2.3","2.8","9.4","14.1","15.2","13.9","9.3","4.7","-1.5","-5.7"
"2105","Deviation","2.9","7.4","5.5","3.3","1.2","0.5","4.4","0.4","2.3","2.9","x","x"
"2106","%","-","-","-","-","-","-","-","-","-","-","-","-"
"2107","4780 GARDERMOEN, TAM 2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2108","Date","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
"2109","1","2.2","-3.6","0.7","1.6","4.8","10.0","20.4","x","12.4","11.0","8.1","-0.1"
"2110","2","4.1","-4.9","1.9","2.6","5.7","7.1","19.5","13.4","11.1","11.2","8.5","-0.3"
"2111","3","1.1","-6.1","0.2","2.5","5.7","11.9","19.7","13.3","11.5","8.9","7.0","0.0"
"2112","4","-1.1","-9.8","-1.0","1.6","5.0","12.3","20.3","13.3","11.5","8.0","3.0","1.5"
"2113","5","-3.5","-12.1","-0.6","1.4","7.5","12.5","20.8","15.5","10.8","7.2","3.2","7.2"
"2114","6","0.2","-8.1","3.6","4.0","10.5","11.5","16.0","15.2","10.6","6.7","5.6","6.7"
"2115","7","0.2","-2.0","4.2","8.6","7.7","11.9","16.8","14.8","11.9","6.3","8.6","2.4"
"2116","8","2.1","-1.2","5.4","7.7","7.2","11.2","11.9","17.2","13.8","5.8","6.1","1.6"
"2117","9","-4.3","5.1","3.9","7.7","6.5","12.7","11.8","14.2","13.2","5.6","5.7","4.8"
"2118","10","-3.9","4.2","5.5","8.1","7.4","13.8","13.4","15.2","12.8","6.2","4.9","5.8"
"2119","11","-6.2","2.0","3.8","5.1","7.2","15.7","15.1","14.9","11.9","6.9","2.7","-0.9"
"2120","12","-6.5","-0.7","2.5","6.4","8.4","16.9","15.4","15.2","11.6","6.1","1.0","-2.7"
"2121","13","-0.2","-0.5","0.4","4.4","9.0","14.4","15.3","14.9","12.6","4.6","4.1","-4.0"
"2122","14","-3.7","-1.0","0.5","1.8","7.9","11.9","15.3","15.9","13.1","2.1","1.5","-8.1"
"2123","15","-0.6","-1.5","1.6","5.2","8.6","11.9","14.8","16.6","11.5","1.5","1.0","-7.5"
"2124","16","2.0","-2.9","2.3","5.8","6.7","12.8","12.9","16.7","9.9","1.7","-0.7","-7.3"
"2125","17","-1.2","0.3","2.5","6.6","4.8","9.3","14.0","16.6","12.8","2.5","1.0","-1.2"
"2126","18","-6.3","3.0","1.5","5.2","7.4","10.7","13.6","16.2","14.1","4.0","-0.2","3.2"
"2127","19","-4.1","3.5","0.9","9.4","6.2","13.7","15.4","16.1","12.0","2.3","-2.0","5.5"
"2128","20","-3.1","2.5","2.4","14.1","8.5","16.7","15.1","15.4","9.3","4.6","-5.3","8.0"
"2129","21","-2.6","-0.8","-1.1","9.9","8.6","15.2","12.5","15.8","9.6","5.4","-5.3","5.6"
"2130","22","-5.2","-3.6","-0.5","9.9","8.8","12.6","16.2","15.8","9.2","9.5","-6.6","3.3"
"2131","23","-12.1","0.2","4.1","9.2","10.3","14.4","13.9","16.9","11.2","8.8","-8.0","2.2"
"2132","24","-1.1","1.0","4.7","5.5","7.4","14.1","13.3","14.7","11.7","6.7","-1.0","4.9"
"2133","25","-8.2","2.0","0.8","6.4","9.3","11.4","11.3","15.9","9.5","7.4","0.6","3.5"
"2134","26","-0.2","1.4","-1.4","5.3","9.0","13.5","10.9","14.8","8.2","5.1","-1.8","-2.4"
"2135","27","-3.6","0.4","1.1","4.0","11.1","15.3","13.9","14.3","9.9","2.9","7.1","-5.9"
"2136","28","1.1","-0.1","0.3","4.1","7.1","x","13.2","13.7","9.2","4.1","3.0","-3.2"
"2137","29","0.0","-","1.9","3.2","8.6","16.1","13.1","14.1","9.5","4.0","1.6","-3.2"
"2138","30","-1.3","-","2.3","4.4","6.4","16.9","15.4","15.2","11.6","4.3","-1.1","-0.2"
"2139","31","-1.6","-","0.4","-","9.3","-","13.2","14.2","-","7.0","-","-1.0"
"2140","Number of","31","28","31","30","31","x","31","x","30","31","30","31"
"2141","Minimum","-12.1","-12.1","-1.4","1.4","4.8","x","10.9","x","8.2","1.5","-8.0","-8.1"
"2142","Date","23","5","26","5","1","x","26","x","26","15","23","14"
"2143","Maximum","4.1","5.1","5.5","14.1","11.1","x","20.8","x","14.1","11.2","8.6","8.0"
"2144","Date","2","9","10","20","27","x","5","x","18","2","7","20"
"2145","Total","-","-","-","-","-","-","-","-","-","-","-","-"
"2146","Mean","-2.2","-1.2","1.8","5.7","7.7","x","15.0","x","11.3","5.8","1.7","0.6"
"2147","Normal","-7.2","-7.1","-2.3","2.8","9.4","14.1","15.2","13.9","9.3","4.7","-1.5","-5.7"
"2148","Deviation","5.0","5.9","4.1","2.9","-1.7","x","-0.2","x","2.0","1.1","3.2","6.3"
"2149","%","-","-","-","-","-","-","-","-","-","-","-","-"
"2150","4780 GARDERMOEN, TAM 2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2151","Date","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
"2152","1","-0.1","-2.4","-1.8","2.1","5.0","20.6","12.7","14.1","15.7","7.5","-","-"
"2153","2","-3.9","0.5","-2.1","3.2","6.6","20.9","11.9","15.5","14.1","6.6","-","-"
"2154","3","-7.7","-0.9","-0.7","3.6","7.2","21.2","x","14.6","15.2","5.2","-","-"
"2155","4","-9.6","-2.2","-0.2","4.7","8.4","15.8","x","14.0","12.7","4.8","-","-"
"2156","5","-10.5","-3.0","-0.3","5.2","8.3","15.3","12.9","15.7","12.5","3.3","-","-"
"2157","6","-13.9","2.2","-1.0","5.4","10.0","15.8","14.9","15.1","14.8","6.2","-","-"
"2158","7","-15.8","3.6","-0.8","4.5","12.4","16.9","14.5","14.5","17.5","x","-","-"
"2159","8","-11.5","2.2","-1.1","3.1","15.0","12.9","16.3","13.5","16.4","x","-","-"
"2160","9","-10.8","2.0","0.1","4.0","16.1","10.9","15.3","12.0","15.7","4.8","-","-"
"2161","10","-7.7","0.6","1.0","x","15.9","10.4","16.0","9.9","15.8","4.9","-","-"
"2162","11","-3.2","-1.1","0.3","4.6","11.8","11.8","16.0","11.3","15.9","3.6","-","-"
"2163","12","-5.1","-3.7","-0.5","5.5","13.4","14.3","15.3","10.7","11.8","2.0","-","-"
"2164","13","-10.3","-5.7","1.8","5.0","7.5","15.5","15.1","16.0","16.1","1.0","-","-"
"2165","14","-16.6","-8.6","4.7","4.8","7.3","16.8","16.7","14.9","16.1","-0.4","-","-"
"2166","15","-15.2","-7.0","6.0","5.6","8.6","12.3","17.8","14.5","17.2","2.6","-","-"
"2167","16","-11.7","-6.4","4.1","4.9","9.7","17.6","17.1","16.6","15.0","4.7","-","-"
"2168","17","-15.3","0.2","4.3","3.4","10.4","14.4","14.2","17.1","13.6","4.7","-","-"
"2169","18","-15.9","-4.2","4.8","5.7","11.2","15.2","16.1","16.1","13.5","x","-","-"
"2170","19","-14.4","-2.8","4.0","7.1","11.4","12.9","15.7","15.3","12.5","6.2","-","-"
"2171","20","-14.5","0.1","4.6","7.0","10.3","12.4","19.1","15.3","13.5","5.1","-","-"
"2172","21","x","-1.6","3.1","8.3","10.9","16.4","20.1","15.7","13.0","3.7","-","-"
"2173","22","-15.0","-4.7","2.1","4.7","12.6","15.2","20.4","14.2","13.0","2.2","-","-"
"2174","23","-5.5","-4.6","2.3","2.1","12.9","16.2","19.3","16.9","11.2","2.8","-","-"
"2175","24","-4.9","-2.3","0.0","2.2","9.3","16.7","20.0","15.3","10.4","4.3","-","-"
"2176","25","-3.1","-2.9","3.1","1.8","11.7","19.4","19.5","16.8","14.5","3.6","-","-"
"2177","26","1.9","0.4","1.9","2.9","11.9","16.3","16.9","16.9","12.5","3.6","-","-"
"2178","27","2.3","-2.2","4.0","4.3","13.8","14.4","15.4","15.4","11.4","6.8","-","-"
"2179","28","1.7","-3.0","5.1","3.2","11.9","15.7","17.3","10.6","12.3","7.0","-","-"
"2180","29","2.8","-5.1","4.4","4.3","11.8","14.0","15.7","10.4","11.9","5.5","-","-"
"2181","30","1.0","-","1.8","2.7","14.4","13.4","15.8","11.9","10.0","4.1","-","-"
"2182","31","-0.7","-","-0.1","-","18.6","-","15.3","15.3","-","3.7","-","-"
"2183","Number of","x","29","31","x","31","30","x","31","30","x","-","-"
"2184","Minimum","x","-8.6","-2.1","x","5.0","10.4","x","9.9","10.0","x","-","-"
"2185","Date","x","14","2","x","1","10","x","10","30","x","-","-"
"2186","Maximum","x","3.6","6.0","x","18.6","21.2","x","17.1","17.5","x","-","-"
"2187","Date","x","7","15","x","31","3","x","17","7","x","-","-"
"2188","Total","-","-","-","-","-","-","-","-","-","-","-","-"
"2189","Mean","x","-2.2","1.8","x","11.2","15.4","x","14.4","13.9","x","-","-"
"2190","Normal","-7.2","-7.1","-2.3","2.8","9.4","14.1","15.2","13.9","9.3","4.7","-1.5","-5.7"
"2191","Deviation","x","4.9","4.1","x","1.8","1.3","x","0.5","4.6","x","-","-"
"2192","%","-","-","-","-","-","-","-","-","-","-","-","-"
"2193","17150 RYGGE, TAM 1966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2194","Date","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
"2195","1","-16.1","-3.9","1.2","0.1","10.2","12.4","19.7","13.4","15.2","10.2","4.8","1.0"
"2196","2","-7.1","-14.0","0.9","-1.9","7.7","14.1","16.9","13.7","13.7","12.4","0.6","2.3"
"2197","3","-11.3","-15.0","1.2","0.5","9.5","10.2","16.2","14.6","14.9","10.8","0.9","3.6"
"2198","4","-17.6","-16.1","1.2","1.9","7.0","9.8","15.5","15.0","12.8","8.5","2.1","-1.6"
"2199","5","-16.7","-13.1","-0.2","1.4","5.0","10.7","15.9","14.6","15.6","3.1","3.8","-0.4"
"2200","6","0.4","-9.7","1.5","3.4","2.7","11.3","15.3","14.4","13.3","4.5","6.2","3.1"
"2201","7","0.3","-17.1","2.6","1.3","3.8","11.0","15.5","17.4","16.3","7.5","4.3","3.0"
"2202","8","-1.5","-20.6","3.6","2.0","7.3","13.9","15.6","14.9","13.0","8.6","8.3","1.4"
"2203","9","-5.8","-24.5","0.3","2.2","8.2","18.0","16.8","14.0","9.1","6.7","7.4","0.3"
"2204","10","-7.0","-20.7","-1.1","-0.1","9.6","17.8","17.2","14.4","10.1","2.5","0.3","0.7"
"2205","11","-9.4","-19.0","-1.0","-1.7","10.7","20.7","14.3","15.9","13.6","3.6","-2.1","-1.4"
"2206","12","-8.2","-18.6","-4.8","-3.8","6.6","20.7","16.5","15.4","10.7","3.4","1.8","-1.4"
"2207","13","-8.4","-17.8","-8.3","-4.5","9.1","21.0","15.2","13.9","14.2","4.0","7.4","-1.4"
"2208","14","-10.8","-10.5","-5.2","-5.2","10.1","18.7","15.2","13.2","12.1","5.3","8.1","-4.9"
"2209","15","-8.5","-11.7","-3.5","-3.9","11.8","18.2","14.6","13.8","11.0","5.6","2.4","-6.3"
"2210","16","-16.6","-14.0","1.8","-3.6","9.7","21.0","13.6","12.5","10.1","10.5","2.7","-8.5"
"2211","17","-10.0","-17.6","3.9","-3.1","11.0","23.1","15.0","15.3","9.0","11.2","0.9","-1.8"
"2212","18","-9.7","-13.7","0.4","-3.8","14.7","22.9","17.4","15.0","7.8","10.9","0.8","5.4"
"2213","19","-15.4","-16.5","-1.5","-1.1","11.8","21.2","20.1","16.7","10.7","8.7","-3.5","3.5"
"2214","20","-13.9","-8.0","3.5","1.3","8.4","20.5","21.3","16.0","15.4","9.4","-3.6","-5.6"
"2215","21","-7.4","-3.1","3.5","2.2","11.2","14.7","21.7","13.7","13.6","10.5","-0.7","-8.1"
"2216","22","-4.8","-3.1","2.5","2.5","8.3","16.7","21.7","10.9","7.8","9.4","-1.0","-10.7"
"2217","23","-6.4","-3.1","1.9","1.2","9.1","16.6","18.3","13.0","7.7","7.6","-1.2","-2.1"
"2218","24","-7.3","0.4","-1.1","3.1","10.4","16.6","16.3","13.2","12.1","6.4","-0.3","-0.9"
"2219","25","-7.1","0.7","-2.5","4.2","10.7","16.4","18.8","14.1","7.3","2.5","3.2","-13.5"
"2220","26","-7.7","0.3","-3.7","2.8","10.4","16.0","16.9","13.5","7.4","1.5","3.1","-13.6"
"2221","27","-6.7","0.6","-1.1","5.3","11.0","15.4","15.2","15.6","5.9","2.8","4.7","-9.7"
"2222","28","-6.2","1.0","-0.3","5.7","11.4","14.5","14.5","16.2","2.8","-0.7","3.4","-5.9"
"2223","29","-6.4","-","-0.5","4.8","11.0","20.2","14.2","16.2","7.8","-1.9","-1.4","-0.5"
"2224","30","-1.6","-","-1.3","8.6","13.8","18.3","14.2","12.5","10.2","-1.3","-0.2","-0.6"
"2225","31","1.5","-","-1.6","-","12.9","-","12.7","13.2","-","5.1","-","-4.1"
"2226","Number of","31","28","31","30","31","30","31","31","30","31","30","31"
"2227","Minimum","-17.6","-24.5","-8.3","-5.2","2.7","9.8","12.7","10.9","2.8","-1.9","-3.6","-13.6"
"2228","Date","4","9","13","14","6","4","31","22","28","29","20","26"
"2229","Maximum","1.5","1.0","3.9","8.6","14.7","23.1","21.7","17.4","16.3","12.4","8.3","5.4"
"2230","Date","31","28","17","30","18","17","21","7","7","2","8","18"
"2231","Total","-","-","-","-","-","-","-","-","-","-","-","-"
"2232","Mean","-8.2","-11.0","-0.2","0.7","9.5","16.8","16.5","14.4","11.0","6.1","2.1","-2.5"
"2233","Normal","-4.1","-4.2","-0.4","4.2","10.3","14.7","15.9","14.9","10.8","6.8","1.2","-2.5"
"2234","Deviation","-4.1","-6.8","0.2","-3.5","-0.8","2.1","0.6","-0.5","0.2","-0.7","0.9","-0.0"
"2235","%","-","-","-","-","-","-","-","-","-","-","-","-"
"2236","17150 RYGGE, TAM 1967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2237","Date","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
"2238","1","-3.1","-6.4","3.0","2.1","2.7","15.7","15.4","18.7","13.6","12.9","5.1","6.9"
"2239","2","-4.1","-10.9","2.4","-0.3","1.6","15.9","14.8","19.9","10.5","12.9","6.0","6.3"
"2240","3","-4.3","-6.1","2.2","1.1","2.4","12.0","14.2","18.2","13.3","11.0","7.2","4.7"
"2241","4","-10.4","-5.3","2.7","2.6","4.6","13.6","12.3","16.2","14.8","10.9","8.4","4.3"
"2242","5","-7.0","-2.0","2.8","3.3","6.2","14.2","14.0","14.3","13.1","8.1","5.3","3.9"
"2243","6","-14.0","2.8","3.8","4.0","5.1","10.8","14.4","14.6","13.5","7.4","7.6","-0.9"
"2244","7","-17.9","0.7","3.7","2.3","3.9","11.3","16.2","14.0","13.3","10.7","7.0","-5.2"
"2245","8","-16.9","-2.3","3.6","7.2","6.5","11.4","17.1","15.5","11.1","8.3","6.6","-8.1"
"2246","9","-12.8","-8.2","3.4","4.9","6.3","10.2","18.6","15.3","12.3","6.7","2.5","-10.5"
"2247","10","-5.5","-9.1","5.5","5.0","7.6","11.8","17.2","15.8","10.6","9.1","3.9","-11.2"
"2248","11","-5.4","-9.8","4.0","4.2","9.6","13.1","17.5","15.8","12.3","6.2","4.7","-9.4"
"2249","12","-7.7","-2.4","4.1","4.7","11.4","15.2","16.4","16.8","11.4","11.3","4.5","-4.9"
"2250","13","2.3","-5.2","1.2","7.0","12.0","17.8","16.1","14.2","12.8","6.7","4.0","-3.9"
"2251","14","-1.9","-11.5","3.0","3.1","9.6","16.6","15.9","15.0","12.2","11.2","6.8","0.1"
"2252","15","-5.2","-3.2","6.1","5.2","9.4","16.3","16.1","14.9","12.2","10.9","5.2","5.5"
"2253","16","-0.6","-2.3","5.0","8.9","7.2","16.1","16.9","15.4","11.9","8.7","1.4","1.3"
"2254","17","-3.6","-3.0","-0.9","8.1","8.4","17.1","18.1","13.9","12.0","0.1","2.7","-3.9"
"2255","18","1.5","-1.6","3.3","2.8","8.5","15.8","18.8","14.9","14.3","3.1","7.0","-11.9"
"2256","19","3.0","1.4","-0.4","1.2","6.3","16.7","18.3","12.4","13.1","5.9","2.4","-9.5"
"2257","20","-2.1","2.2","2.8","1.6","7.7","15.0","18.7","14.1","13.9","4.1","4.6","-11.7"
"2258","21","-6.1","1.9","8.0","0.8","8.8","15.9","16.6","15.2","11.3","7.9","6.9","-2.7"
"2259","22","-9.8","1.3","4.8","2.2","10.0","11.5","15.4","15.9","12.2","7.6","9.6","-0.4"
"2260","23","-9.7","0.0","2.8","3.7","13.8","10.6","14.8","15.2","10.8","5.5","3.5","-2.8"
"2261","24","-11.1","0.5","-0.5","4.7","10.3","11.8","15.0","16.3","8.1","9.2","5.2","-6.4"
"2262","25","-17.5","-5.4","-0.6","5.0","11.8","12.9","17.3","15.9","10.6","6.8","4.2","-6.7"
"2263","26","-15.2","-1.5","4.6","7.7","13.0","13.1","14.9","17.0","10.5","10.5","1.7","-12.7"
"2264","27","-14.0","1.7","2.0","6.9","12.2","15.1","17.4","17.2","10.7","9.5","0.8","-12.5"
"2265","28","-9.9","1.9","2.4","9.4","13.4","13.9","16.2","14.7","10.3","8.8","0.5","-0.5"
"2266","29","-11.1","-","3.9","9.0","13.4","15.0","14.6","14.5","10.0","7.3","1.4","-6.5"
"2267","30","-13.4","-","2.4","2.8","17.8","14.6","14.5","14.7","12.6","1.7","2.1","-11.1"
"2268","31","-7.4","-","1.9","-","17.6","-","16.7","13.8","-","3.6","-","-6.8"
"2269","Number of","31","28","31","30","31","30","31","31","30","31","30","31"
"2270","Minimum","-17.9","-11.5","-0.9","-0.3","1.6","10.2","12.3","12.4","8.1","0.1","0.5","-12.7"
"2271","Date","7","14","17","2","2","9","4","19","24","17","28","26"
"2272","Maximum","3.0","2.8","8.0","9.4","17.8","17.8","18.8","19.9","14.8","12.9","9.6","6.9"
"2273","Date","19","6","21","28","30","13","18","2","4","1","22","1"
"2274","Total","-","-","-","-","-","-","-","-","-","-","-","-"
"2275","Mean","-7.8","-2.9","3.0","4.4","9.0","14.0","16.1","15.5","12.0","7.9","4.6","-4.1"
"2276","Normal","-4.1","-4.2","-0.4","4.2","10.3","14.7","15.9","14.9","10.8","6.8","1.2","-2.5"
"2277","Deviation","-3.7","1.3","3.4","0.2","-1.3","-0.7","0.2","0.6","1.2","1.1","3.4","-1.6"
"2278","%","-","-","-","-","-","-","-","-","-","-","-","-"
"2279","17150 RYGGE, TAM 1968",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2280","Date","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
"2281","1","-7.7","3.3","-1.4","3.3","8.7","13.0","17.2","17.8","17.3","9.4","-2.1","-2.1"
"2282","2","-14.8","-3.8","-1.7","0.2","8.9","16.1","20.4","17.4","15.5","7.0","-2.0","-3.7"
"2283","3","-13.4","-4.1","-4.0","0.8","7.4","18.3","21.0","16.8","18.4","9.2","-2.1","-6.2"
"2284","4","-7.1","-1.5","1.4","2.3","6.9","14.1","15.9","17.9","19.0","6.8","-4.7","-1.5"
"2285","5","-9.4","0.0","-0.2","2.5","4.7","15.7","14.9","18.1","17.6","3.8","-9.8","-1.5"
"2286","6","-15.5","0.2","1.3","-0.7","7.9","13.8","14.3","17.5","17.2","1.6","-6.9","-2.3"
"2287","7","-19.5","-0.8","-2.7","-0.2","8.6","13.3","13.6","18.1","16.0","0.6","-5.8","-5.0"
"2288","8","-15.4","-1.3","-3.5","0.1","6.2","13.1","14.2","18.9","18.1","1.1","-4.2","-6.8"
"2289","9","-21.2","-0.3","0.2","0.0","4.9","12.2","11.6","19.2","16.2","2.0","-5.5","-3.8"
"2290","10","-17.3","-7.4","-4.1","-0.6","5.1","12.7","12.2","19.2","16.9","2.3","-2.4","-6.3"
"2291","11","-14.5","-9.1","-2.6","3.2","7.9","14.5","13.2","16.4","15.1","4.9","-2.1","-8.7"
"2292","12","-17.6","-5.4","-4.1","7.5","9.2","17.8","14.1","14.0","12.4","8.1","-8.8","-9.4"
"2293","13","-8.1","-0.5","3.9","7.5","6.2","19.1","12.2","12.7","8.5","11.6","-5.8","-7.0"
"2294","14","-2.9","-8.3","-0.3","6.4","8.4","18.0","14.0","10.9","8.4","9.5","-3.5","-10.8"
"2295","15","-2.6","-3.9","-5.3","5.2","8.5","19.7","15.5","12.7","7.5","5.7","-5.0","-4.6"
"2296","16","-2.9","-10.2","-5.2","6.1","8.5","19.1","15.8","12.3","7.7","7.1","-7.3","-2.4"
"2297","17","-4.4","-9.3","2.7","6.2","7.5","20.4","15.5","10.8","9.2","5.2","-8.7","-2.1"
"2298","18","-6.0","-12.0","2.4","6.6","6.0","20.5","16.2","13.2","9.6","4.3","-8.9","-1.7"
"2299","19","-4.1","-11.0","-1.3","8.3","7.5","16.9","15.7","12.8","11.4","1.2","-3.2","-3.5"
"2300","20","1.2","-12.5","2.9","7.3","9.3","16.3","14.1","13.1","10.5","7.1","-1.0","-5.3"
"2301","21","-0.7","-11.7","-4.1","9.2","9.1","15.7","16.3","13.2","12.4","11.6","-0.6","0.4"
"2302","22","0.3","-9.8","3.0","7.8","8.2","14.6","14.5","16.5","11.5","11.4","4.2","-0.5"
"2303","23","-2.3","-12.1","2.0","8.7","11.6","15.0","15.8","15.3","8.1","8.4","3.9","0.3"
"2304","24","0.9","-3.1","4.4","10.9","9.8","14.3","15.8","17.7","6.8","3.5","3.2","0.4"
"2305","25","-0.1","-7.2","4.6","8.4","9.8","14.5","15.1","19.0","3.9","2.0","-0.8","-1.6"
"2306","26","-5.1","-3.3","3.5","10.2","10.3","14.9","17.2","20.0","2.0","9.6","5.6","-5.2"
"2307","27","-2.0","-7.7","5.6","11.9","12.1","12.9","16.0","18.5","8.2","2.9","3.7","-7.7"
"2308","28","-1.7","-5.8","6.3","10.1","13.5","14.3","17.0","16.0","10.0","1.4","1.8","-6.0"
"2309","29","2.1","-7.7","5.5","12.4","14.9","15.5","16.4","14.8","12.3","8.2","0.6","-3.5"
"2310","30","4.4","-","6.3","12.9","13.9","15.1","17.3","13.8","11.0","3.7","0.6","-8.7"
"2311","31","0.9","-","2.7","-","15.7","-","16.9","15.9","-","0.5","-","-13.3"
"2312","Number of","31","29","31","30","31","30","31","31","30","31","30","31"
"2313","Minimum","-21.2","-12.5","-5.3","-0.7","4.7","12.2","11.6","10.8","2.0","0.5","-9.8","-13.3"
"2314","Date","9","20","15","6","5","9","9","17","26","31","5","31"
"2315","Maximum","4.4","3.3","6.3","12.9","15.7","20.5","21.0","20.0","19.0","11.6","5.6","0.4"
"2316","Date","30","1","28","30","31","18","3","26","4","13","26","21"
"2317","Total","-","-","-","-","-","-","-","-","-","-","-","-"
"2318","Mean","-6.7","-5.7","0.6","5.8","8.9","15.7","15.5","15.8","12.0","5.5","-2.6","-4.5"
"2319","Normal","-4.1","-4.2","-0.4","4.2","10.3","14.7","15.9","14.9","10.8","6.8","1.2","-2.5"
"2320","Deviation","-2.6","-1.5","1.0","1.6","-1.4","1.0","-0.4","0.9","1.2","-1.3","-3.8","-2.0"
"2321","%","-","-","-","-","-","-","-","-","-","-","-","-"
"2322","17150 RYGGE, TAM 1969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2323","Date","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
"2324","1","-13.7","-2.1","-8.3","1.5","4.9","11.3","17.5","22.6","14.0","4.1","7.0","3.1"
"2325","2","-4.3","-8.8","-9.2","0.9","2.2","8.9","17.0","23.3","12.8","5.9","2.3","-0.2"
"2326","3","-1.3","-6.3","-10.1","3.5","4.5","9.3","16.6","21.4","11.9","4.9","3.4","-7.6"
"2327","4","0.7","-11.3","-4.4","4.0","5.7","10.2","14.3","18.9","10.6","8.9","0.8","-10.0"
"2328","5","-0.5","-5.9","-0.8","2.7","7.4","10.4","14.7","17.6","14.2","5.9","-2.7","-9.4"
"2329","6","-2.7","1.2","2.0","2.6","10.7","10.3","13.5","19.0","13.6","5.0","1.5","-13.4"
"2330","7","-7.0","-2.9","-3.2","5.9","11.9","12.3","12.0","20.3","11.0","11.5","4.9","-7.5"
"2331","8","-6.5","-4.0","-1.8","3.3","8.4","15.8","13.4","20.7","12.3","11.8","2.9","-5.9"
"2332","9","-6.7","-3.5","-4.0","2.7","7.1","16.9","14.4","20.1","14.5","13.6","3.7","-2.7"
"2333","10","-7.6","-3.9","-8.2","3.9","6.4","17.5","14.2","17.5","15.7","10.8","2.5","3.2"
